Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Status
acc-opcionales-cabecero,Opcionales: Cabecero,Accesorio opcional de tipo Opcionales proveniente de Magento.,Magento Import,Opcionales,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CABECERO,18000.0,shopify,9999,deny,active
acc--base-cromada,nan: Base Cromada ,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BASE-CROMADA,22000.0,shopify,9999,deny,active
acc--cabecero,nan: Cabecero,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CABECERO,18000.0,shopify,9999,deny,active
acc--base-aluminio-pulido,nan: Base Aluminio Pulido,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BASE-ALUMINIO-PULIDO,46600.0,shopify,9999,deny,active
acc-brazos-brazo-regulable-pp-2d,Brazos: Brazo Regulable PP 2D,Accesorio opcional de tipo Brazos proveniente de Magento.,Magento Import,Brazos,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BRAZO-REGULABLE-PP-2D,24000.0,shopify,9999,deny,active
acc--brazo-regulable-3d-pu,nan: Brazo Regulable 3D PU,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BRAZO-REGULABLE-3D-PU,44000.0,shopify,9999,deny,active
acc-extras-cabecero,Extras: Cabecero,Accesorio opcional de tipo Extras proveniente de Magento.,Magento Import,Extras,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CABECERO,24600.0,shopify,9999,deny,active
acc-opcional-base-aluminio,opcional: Base Aluminio,Accesorio opcional de tipo opcional proveniente de Magento.,Magento Import,opcional,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BASE-ALUMINIO,33000.0,shopify,9999,deny,active
acc--cabecero,nan: Cabecero,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CABECERO,30000.0,shopify,9999,deny,active
acc--mecanismo-4-posiciones-de-bloqueo,nan: Mecanismo 4 posiciones de bloqueo,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-MECANISMO-4-POSICIONES-DE-BLOQUEO,11000.0,shopify,9999,deny,active
acc--ruedas-desmopan,nan: Ruedas desmopan,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-RUEDAS-DESMOPAN,11000.0,shopify,9999,deny,active
acc--brazos-fijos-en-pp,nan: Brazos Fijos en PP,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BRAZOS-FIJOS-EN-PP,10000.0,shopify,9999,deny,active
acc--brazos-regulables-pp,nan: Brazos Regulables pp,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BRAZOS-REGULABLES-PP,15000.0,shopify,9999,deny,active
acc--brazos-regulables-2d-en-tpu,nan: Brazos Regulables 2D en TPU,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BRAZOS-REGULABLES-2D-EN-TPU,22000.0,shopify,9999,deny,active
acc--aro-cromado,nan: Aro Cromado,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-ARO-CROMADO,15000.0,shopify,9999,deny,active
acc--con-brazos,nan: Con Brazos,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CON-BRAZOS,16500.0,shopify,9999,deny,active
acc--sincrónico-brazos-3d,nan: Sincrónico/ / Brazos 3D,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-SINCRÓNICO-BRAZOS-3D,61000.0,shopify,9999,deny,active
acc-opcionales-cabecero,OPCIONALES: Cabecero,Accesorio opcional de tipo OPCIONALES proveniente de Magento.,Magento Import,OPCIONALES,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CABECERO,24400.0,shopify,9999,deny,active
acc-opcional-cabecero,OPCIONAL: Cabecero ,Accesorio opcional de tipo OPCIONAL proveniente de Magento.,Magento Import,OPCIONAL,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CABECERO,16800.0,shopify,9999,deny,active
acc--3-cuerpos,nan: 3 Cuerpos,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-3-CUERPOS,105000.0,shopify,9999,deny,active
acc--4-cuerpos,nan: 4 Cuerpos,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-4-CUERPOS,222000.0,shopify,9999,deny,active
acc--5-cuerpos,nan: 5 Cuerpos,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-5-CUERPOS,333000.0,shopify,9999,deny,active
acc--patas-cromadas,nan: Patas cromadas ,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-PATAS-CROMADAS,9000.0,shopify,9999,deny,active
acc--brazos-fijos,nan: Brazos fijos,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BRAZOS-FIJOS,16500.0,shopify,9999,deny,active
acc-opcionales-base-aluminio,OPCIONALES : Base Aluminio,Accesorio opcional de tipo OPCIONALES  proveniente de Magento.,Magento Import,OPCIONALES ,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BASE-ALUMINIO,33000.0,shopify,9999,deny,active
acc--cabecero,nan: Cabecero ,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CABECERO,33000.0,shopify,9999,deny,active
acc--blanco,nan: Blanco,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BLANCO,6000.0,shopify,9999,deny,active
acc--con-brazos,nan: Con Brazos,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CON-BRAZOS,18000.0,shopify,9999,deny,active
acc-brazos-con-brazos,Brazos: Con brazos,Accesorio opcional de tipo Brazos proveniente de Magento.,Magento Import,Brazos,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CON-BRAZOS,18000.0,shopify,9999,deny,active
acc-opcional-cabecero-de-ecocuero-o-tela,OPCIONAL: Cabecero de ecocuero o tela,Accesorio opcional de tipo OPCIONAL proveniente de Magento.,Magento Import,OPCIONAL,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CABECERO-DE-ECOCUERO-O-TELA,95000.0,shopify,9999,deny,active
acc--cabecero-de-cuero-natural,nan: Cabecero de Cuero natural ,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CABECERO-DE-CUERO-NATURAL,122000.0,shopify,9999,deny,active
acc--tapiz-cuero-natural-consultar-opción-de-colores,nan: Tapiz Cuero natural (consultar opción de colores),Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-TAPIZ-CUERO-NATURAL-CONSULTAR-OPCIÓN-DE-COLORES,115000.0,shopify,9999,deny,active
acc--estructura-cromada,nan: Estructura cromada,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-ESTRUCTURA-CROMADA,28000.0,shopify,9999,deny,active
acc-opcional-base-cromada,Opcional: Base Cromada,Accesorio opcional de tipo Opcional proveniente de Magento.,Magento Import,Opcional,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BASE-CROMADA,20000.0,shopify,9999,deny,active
acc--cabecero,nan: Cabecero,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CABECERO,18800.0,shopify,9999,deny,active
acc--2-cuerpos,nan: 2 Cuerpos,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-2-CUERPOS,57000.0,shopify,9999,deny,active
acc--3-cuerpos,nan: 3 Cuerpos,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-3-CUERPOS,134700.0,shopify,9999,deny,active
acc-asiento-tapizado-cojín-tapizado-en-tela-verona,Asiento tapizado: Cojín tapizado en tela Verona,Accesorio opcional de tipo Asiento tapizado proveniente de Magento.,Magento Import,Asiento tapizado,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-COJÍN-TAPIZADO-EN-TELA-VERONA,13000.0,shopify,9999,deny,active
acc--cojín-tapizado-en-tela-nordic,nan: Cojín tapizado en tela Nordic,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-COJÍN-TAPIZADO-EN-TELA-NORDIC,30000.0,shopify,9999,deny,active
acc-opcionales-cabecero,OPCIONALES: Cabecero,Accesorio opcional de tipo OPCIONALES proveniente de Magento.,Magento Import,OPCIONALES,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CABECERO,38000.0,shopify,9999,deny,active
acc--kit-patines-5-unidades,nan: Kit Patines  (5 unidades),Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-KIT-PATINES-5-UNIDADES,10500.0,shopify,9999,deny,active
acc--aro-metálico-negro,nan: Aro Metálico negro,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-ARO-METÁLICO-NEGRO,16000.0,shopify,9999,deny,active
acc--estrella-y-aro-cromado,nan: Estrella y Aro Cromado,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-ESTRELLA-Y-ARO-CROMADO,70000.0,shopify,9999,deny,active
acc--cabecero-negro,nan: Cabecero negro ,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CABECERO-NEGRO,9990.0,shopify,9999,deny,active
acc--3,nan: 3,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-3,52500.0,shopify,9999,deny,active
acc--4,nan: 4,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-4,114000.0,shopify,9999,deny,active
acc--5,nan: 5,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-5,218000.0,shopify,9999,deny,active
acc--6,nan: 6,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-6,307000.0,shopify,9999,deny,active
acc--pata-luna-cromada,nan: Pata Luna Cromada ,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-PATA-LUNA-CROMADA,36000.0,shopify,9999,deny,active
acc--ecocuero-ecolife,nan: Ecocuero Ecolife,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-ECOCUERO-ECOLIFE,22000.0,shopify,9999,deny,active
acc--brazos,nan: Brazos,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BRAZOS,21600.0,shopify,9999,deny,active
acc--paleta-universitaria,nan: Paleta Universitaria ,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-PALETA-UNIVERSITARIA,28000.0,shopify,9999,deny,active
acc--par-de-brazos,nan: Par de brazos,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-PAR-DE-BRAZOS,20000.0,shopify,9999,deny,active
acc--paleta-universitaria,nan: Paleta Universitaria,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-PALETA-UNIVERSITARIA,28000.0,shopify,9999,deny,active
acc--con-brazos,nan: Con Brazos,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CON-BRAZOS,21600.0,shopify,9999,deny,active
acc--rejilla-universitaria,nan: Rejilla universitaria ,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-REJILLA-UNIVERSITARIA,15000.0,shopify,9999,deny,active
acc--base-cromada,nan: Base Cromada,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BASE-CROMADA,23900.0,shopify,9999,deny,active
acc-componentes-adicionales-cabecero,COMPONENTES ADICIONALES: Cabecero ,Accesorio opcional de tipo COMPONENTES ADICIONALES proveniente de Magento.,Magento Import,COMPONENTES ADICIONALES,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CABECERO,15500.0,shopify,9999,deny,active
acc--base-aluminio,nan: Base Aluminio,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BASE-ALUMINIO,30000.0,shopify,9999,deny,active
acc-base-base-aluminio,Base : Base Aluminio,Accesorio opcional de tipo Base  proveniente de Magento.,Magento Import,Base ,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BASE-ALUMINIO,30000.0,shopify,9999,deny,active
acc--con-brazos-pp,nan: Con brazos pp,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CON-BRAZOS-PP,14000.0,shopify,9999,deny,active
acc--13-mts-ancho-x-06-mts-profundidad,"nan: 1,3 mts ancho x 0,6 mts profundidad",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-13-MTS-ANCHO-X-06-MTS-PROFUNDIDAD,20000.0,shopify,9999,deny,active
acc--14-mts-ancho-x-06-mts-profundidad,"nan: 1,4 mts Ancho x 0,6 mts Profundidad ",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-14-MTS-ANCHO-X-06-MTS-PROFUNDIDAD,30000.0,shopify,9999,deny,active
acc--15-mts-ancho-x-06-mts-profundidad,"nan: 1,5  mts Ancho x 0,6 mts Profundidad ",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-15-MTS-ANCHO-X-06-MTS-PROFUNDIDAD,40000.0,shopify,9999,deny,active
acc--16-mts-ancho-x-07-mts-profundidad,"nan: 1,6 mts Ancho x 0,7 mts Profundidad ",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-16-MTS-ANCHO-X-07-MTS-PROFUNDIDAD,60000.0,shopify,9999,deny,active
acc--17-mts-ancho-x-07-mts-profundidad,"nan: 1,7 mts Ancho x 0,7 mts Profundidad ",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-17-MTS-ANCHO-X-07-MTS-PROFUNDIDAD,70000.0,shopify,9999,deny,active
acc-opcionales-cajonera-móvil-laminada-3-con-cajones,Opcionales: Cajonera Móvil Laminada 3 con Cajones,Accesorio opcional de tipo Opcionales proveniente de Magento.,Magento Import,Opcionales,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CAJONERA-MÓVIL-LAMINADA-3-CON-CAJONES,205000.0,shopify,9999,deny,active
acc--16-x-15-mts-06x-05-mts-profundidad,"nan: 1,6 x 1,5 mts / 0,6x 0,5 mts Profundidad ",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-16-X-15-MTS-06X-05-MTS-PROFUNDIDAD,25000.0,shopify,9999,deny,active
acc--17-x-16-mts-07x-06-mts-profundidad,"nan: 1,7 x 1,6 mts / 0,7x 0,6 mts Profundidad ",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-17-X-16-MTS-07X-06-MTS-PROFUNDIDAD,50000.0,shopify,9999,deny,active
acc--70-cms-de-diámetro,nan: 70 cms de  Diámetro,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-70-CMS-DE-DIÁMETRO,10000.0,shopify,9999,deny,active
acc--80-cms-de-diámetro,nan: 80 cms de  Diámetro,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-80-CMS-DE-DIÁMETRO,20000.0,shopify,9999,deny,active
acc--90-cms-de-diámetro,nan: 90 cms de  Diámetro,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-90-CMS-DE-DIÁMETRO,30000.0,shopify,9999,deny,active
acc--100-cms-de-diámetro,nan: 100 cms de  Diámetro,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-100-CMS-DE-DIÁMETRO,40000.0,shopify,9999,deny,active
acc--3,nan: 3,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-3,60000.0,shopify,9999,deny,active
acc--4,nan: 4,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-4,130000.0,shopify,9999,deny,active
acc--base-aluminio-piston-140-mm,nan: Base Aluminio + Piston 140 mm,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BASE-ALUMINIO-PISTON-140-MM,55000.0,shopify,9999,deny,active
acc--2-brazos-mas-paleta,nan: 2 Brazos mas paleta,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-2-BRAZOS-MAS-PALETA,17000.0,shopify,9999,deny,active
acc--con-cabecero,nan: Con cabecero,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CON-CABECERO,11000.0,shopify,9999,deny,active
acc--60-cm,nan: 60 CM,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-60-CM,15000.0,shopify,9999,deny,active
acc--100-cm,nan: 100 CM,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-100-CM,90000.0,shopify,9999,deny,active
acc--base-estrellaruedas,nan: Base estrella/ruedas,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BASE-ESTRELLARUEDAS,18000.0,shopify,9999,deny,active
acc--2-cuerpos,nan: 2 Cuerpos,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-2-CUERPOS,192000.0,shopify,9999,deny,active
acc--3-cuerpos,nan: 3 Cuerpos,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-3-CUERPOS,353000.0,shopify,9999,deny,active
acc-extras-cabecero,Extras: Cabecero,Accesorio opcional de tipo Extras proveniente de Magento.,Magento Import,Extras,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CABECERO,25000.0,shopify,9999,deny,active
